bio,gender,age,city,gender,platform,filtered_tokens,lemmatized_tokens,flag_classification,reason
"I binge-read, then binge-cry.",Non-binary,19,Chicago,Non-binary,OkCupid,"['bingeread', 'bingecry']",[],🤷‍♂️No Clear Signal,
"coffee first, questions later",Non-binary,44,Las Vegas,Non-binary,Hinge,"['coffee', 'first', 'questions', 'later']","['coffee', 'first', 'question', 'later']",🌿Green Flag,"coffee, coffee"
"Loves road trips, sometimes judgmental.",Male,44,LA,Male,Bumble,"['loves', 'road', 'trips', 'sometimes', 'judgmental']","['love', 'road', 'trip', 'sometimes', 'judgmental']",🌿Green Flag,"love, sometimes"
no boring convos or average kisses,Non-binary,27,Dallas,Non-binary,OkCupid,"['boring', 'convos', 'average', 'kisses']","['bore', 'convos', 'average', 'kiss']",🤷‍♂️No Clear Signal,
love food more than ppl,Male,44,Dallas,Male,Tinder,"['love', 'food', 'ppl']","['love', 'food', 'ppl']",🌿Green Flag,love
life’s too short 4 small talk,Male,36,Houston,Male,Tinder,"['lifes', 'short', 'small', 'talk']","['life', 'short', 'small', 'talk']",🌿Green Flag,"life, small"
Sarcasm enthusiast,Male,27,Las Vegas,Male,Tinder,"['sarcasm', 'enthusiast']","['sarcasm', 'enthusiast']",🚩Red Flag,"sarcasm, enthusiast"
Fluent in emojis and awkward eye contact,Non-binary,33,New York,Non-binary,Tinder,"['fluent', 'emojis', 'awkward', 'eye', 'contact']","['fluent', 'emojis', 'awkward', 'eye', 'contact']",🌿Green Flag,"eye, fluent, fluent"
emojis for life,Male,35,LA,Male,Bumble,"['emojis', 'life']","['emojis', 'life']",🌿Green Flag,life
Looking for partner in snack crimes,Male,41,Las Vegas,Male,Bumble,"['looking', 'partner', 'snack', 'crimes']","['look', 'partner', 'snack', 'crime']",🚩Red Flag,look
can cook 1 dish,Female,32,Dallas,Female,OkCupid,"['cook', 'dish']","['cook', 'dish']",🤷‍♂️No Clear Signal,
overthink & snack,Male,25,New York,Male,Bumble,"['overthink', 'snack']","['overthink', 'snack']",🚩Red Flag,"overthink, overthink, overthink"
"Fluent in sarcasm, movie quotes, and bad jokes.",Non-binary,18,LA,Non-binary,Hinge,"['fluent', 'sarcasm', 'movie', 'quotes', 'bad', 'jokes']","['fluent', 'sarcasm', 'movie', 'quote', 'bad', 'joke']",🚩Red Flag,"sarcasm, bad, bad, bad, fluent, fluent"
quiet but savage,Female,43,Chicago,Female,Tinder,"['quiet', 'savage']","['quiet', 'savage']",🌿Green Flag,quiet
emo hours,Male,18,Las Vegas,Male,Bumble,"['emo', 'hours']","['emo', 'hour']",🤷‍♂️No Clear Signal,
"I’ll text sweet, then roast mercilessly.",Non-binary,22,Philadelphia,Non-binary,OkCupid,"['ill', 'text', 'sweet', 'roast', 'mercilessly']","['text', 'sweet', 'roast', 'mercilessly']",🤷‍♂️No Clear Signal,
"Loves road trips, flaky mid-trip.",Non-binary,26,Houston,Non-binary,CMB,"['loves', 'road', 'trips', 'flaky', 'midtrip']","['love', 'road', 'trip', 'flaky']",🚩Red Flag,"flaky, love"
chaotic brain vibes,Male,27,Dallas,Male,CMB,"['chaotic', 'brain', 'vibes']","['chaotic', 'brain', 'vibe']",🙂Mixed Flag,"chaotic, brain"
shy & spicy,Female,38,Chicago,Female,CMB,"['shy', 'spicy']","['shy', 'spicy']",🤷‍♂️No Clear Signal,
sleepy & spicy,Female,44,LA,Female,CMB,"['sleepy', 'spicy']","['sleepy', 'spicy']",🤷‍♂️No Clear Signal,
coffee addict,Female,38,Dallas,Female,Hinge,"['coffee', 'addict']","['coffee', 'addict']",🌿Green Flag,"coffee, coffee"
sarcastic af,Female,33,Philadelphia,Female,OkCupid,"['sarcastic', 'af']","['sarcastic', 'af']",🤷‍♂️No Clear Signal,
"Can cook 3 meals, but the rest is takeout.",Male,21,Chicago,Male,Tinder,"['cook', 'meals', 'rest', 'takeout']","['cook', 'meal', 'rest', 'takeout']",🤷‍♂️No Clear Signal,
never goes out but swipes,Female,38,LA,Female,OkCupid,"['never', 'goes', 'swipes']","['never', 'go', 'swipe']",🤷‍♂️No Clear Signal,
love sarcasm,Non-binary,39,Philadelphia,Non-binary,OkCupid,"['love', 'sarcasm']","['love', 'sarcasm']",🚩Red Flag,"sarcasm, love"
i overthink texts,Non-binary,27,Dallas,Non-binary,Bumble,"['overthink', 'texts']","['overthink', 'text']",🚩Red Flag,"overthink, overthink, overthink"
hi? lol,Non-binary,31,Dallas,Non-binary,Bumble,"['hi', 'lol']","['hi', 'lol']",🤷‍♂️No Clear Signal,
"Professional overthinker, amateur cook.",Non-binary,23,LA,Non-binary,Bumble,"['professional', 'overthinker', 'amateur', 'cook']","['professional', 'overthinker', 'amateur', 'cook']",🌿Green Flag,"professional, amateur"
Slightly addicted to TikTok and caffeine ☕📱,Female,33,Las Vegas,Female,Hinge,"['slightly', 'addicted', 'tiktok', 'caffeine']","['slightly', 'addict', 'tiktok', 'caffeine']",🤷‍♂️No Clear Signal,
Empathy is sexy. So is a consistent text thread.,Male,40,Dallas,Male,OkCupid,"['empathy', 'sexy', 'consistent', 'text', 'thread']","['empathy', 'sexy', 'consistent', 'text', 'thread']",🌿Green Flag,"empathy, consistent"
could text all day,Male,38,Philadelphia,Male,CMB,"['could', 'text', 'day']","['could', 'text', 'day']",🤷‍♂️No Clear Signal,
Loves karaoke and bad singing.,Non-binary,25,Chicago,Non-binary,CMB,"['loves', 'karaoke', 'bad', 'singing']","['love', 'karaoke', 'bad', 'singing']",🚩Red Flag,"bad, bad, bad, love"
I overthink and nap simultaneously,Male,18,Houston,Male,Bumble,"['overthink', 'nap', 'simultaneously']","['overthink', 'nap', 'simultaneously']",🚩Red Flag,"overthink, overthink, nap, overthink"
morning person? lol never,Non-binary,21,San Fransisco,Non-binary,OkCupid,"['morning', 'person', 'lol', 'never']","['morning', 'person', 'lol', 'never']",🌿Green Flag,morning
"I ghost, but for dramatic effect.",Male,42,San Fransisco,Male,OkCupid,"['ghost', 'dramatic', 'effect']","['ghost', 'dramatic', 'effect']",🚩Red Flag,"ghost, dramatic, ghost"
obsessed w astrology,Male,26,San Fransisco,Male,CMB,"['obsessed', 'w', 'astrology']","['obsess', 'astrology']",🚩Red Flag,obsess
I’m the friend that remembers your favorite snack,Female,33,Las Vegas,Female,OkCupid,"['im', 'friend', 'remembers', 'favorite', 'snack']","['friend', 'remembers', 'favorite', 'snack']",🙂Mixed Flag,friend
Coffee addict looking for someone who laughs at bad jokes.,Male,20,San Fransisco,Male,Bumble,"['coffee', 'addict', 'looking', 'someone', 'laughs', 'bad', 'jokes']","['coffee', 'addict', 'look', 'someone', 'laugh', 'bad', 'joke']",🚩Red Flag,"bad, look, bad, bad, laugh, coffee, coffee"
messy queen,Male,37,Houston,Male,CMB,"['messy', 'queen']","['messy', 'queen']",🚩Red Flag,"messy, messy, messy"
"Dog mom, chaos queen.",Male,41,LA,Male,Tinder,"['dog', 'mom', 'chaos', 'queen']","['dog', 'mom', 'chaos', 'queen']",🚩Red Flag,"chaos, dog, dog, chaos"
Just here to vibe and spread good energy ✨😎,Non-binary,29,Las Vegas,Non-binary,CMB,"['vibe', 'spread', 'good', 'energy']","['vibe', 'spread', 'good', 'energy']",🤷‍♂️No Clear Signal,
"Beach days, long drives, and good vibes.",Female,36,Philadelphia,Female,CMB,"['beach', 'days', 'long', 'drives', 'good', 'vibes']","['beach', 'day', 'long', 'drive', 'good', 'vibe']",🤷‍♂️No Clear Signal,
loves attention,Female,33,LA,Female,OkCupid,"['loves', 'attention']","['love', 'attention']",🚩Red Flag,"attention, love, attention"
Introvert seeking mutual ignoring,Female,36,New York,Female,Tinder,"['introvert', 'seeking', 'mutual', 'ignoring']","['introvert', 'seek', 'mutual', 'ignoring']",🙂Mixed Flag,introvert
"hiking, baking, therapy — my holy trinity",Female,31,Houston,Female,Hinge,"['hiking', 'baking', 'therapy', 'holy', 'trinity']","['hike', 'bake', 'therapy', 'holy', 'trinity']",🙂Mixed Flag,therapy
sarcasm is my love language,Non-binary,45,Las Vegas,Non-binary,CMB,"['sarcasm', 'love', 'language']","['sarcasm', 'love', 'language']",🚩Red Flag,"sarcasm, love"
Loves baking and tasting experiments.,Male,26,Dallas,Male,OkCupid,"['loves', 'baking', 'tasting', 'experiments']","['love', 'bake', 'taste', 'experiment']",🌿Green Flag,love
"Dog mom, chaos enthusiast",Non-binary,38,Dallas,Non-binary,Bumble,"['dog', 'mom', 'chaos', 'enthusiast']","['dog', 'mom', 'chaos', 'enthusiast']",🚩Red Flag,"chaos, dog, enthusiast, dog, chaos"
"Loves karaoke, dancing in the rain, and chocolate.",Female,39,Houston,Female,OkCupid,"['loves', 'karaoke', 'dancing', 'rain', 'chocolate']","['love', 'karaoke', 'dance', 'rain', 'chocolate']",🌿Green Flag,"dance, love, dance"
"Loves music, hates silence. 🎶❌",Non-binary,33,Philadelphia,Non-binary,Tinder,"['loves', 'music', 'hates', 'silence']","['love', 'music', 'hat', 'silence']",🌿Green Flag,love
"Dog cuddler, snack sharer, heart stealer.",Male,40,Las Vegas,Male,CMB,"['dog', 'cuddler', 'snack', 'sharer', 'heart', 'stealer']","['dog', 'cuddler', 'snack', 'sharer', 'heart', 'stealer']",🌿Green Flag,"dog, dog"
work hard nap harder,Non-binary,44,LA,Non-binary,OkCupid,"['work', 'hard', 'nap', 'harder']","['work', 'hard', 'nap', 'harder']",🌿Green Flag,nap
gym junkie,Non-binary,21,New York,Non-binary,Bumble,"['gym', 'junkie']","['gym', 'junkie']",🤷‍♂️No Clear Signal,
Just trying to find the best burger in town 🍔😏,Male,29,San Fransisco,Male,OkCupid,"['trying', 'find', 'best', 'burger', 'town']","['try', 'find', 'best', 'burger', 'town']",🤷‍♂️No Clear Signal,
Professional overthinker,Male,34,San Fransisco,Male,OkCupid,"['professional', 'overthinker']","['professional', 'overthinker']",🌿Green Flag,professional
might steal ur fries,Non-binary,41,Philadelphia,Non-binary,Hinge,"['might', 'steal', 'ur', 'fries']","['might', 'steal', 'ur', 'fry']",🚩Red Flag,steal
"Flirt dangerously, nap responsibly",Male,36,Chicago,Male,OkCupid,"['flirt', 'dangerously', 'nap', 'responsibly']","['flirt', 'dangerously', 'nap', 'responsibly']",🚩Red Flag,"flirt, flirt, nap"
Cat mom/dad looking for fellow animal lover.,Male,18,Dallas,Male,Tinder,"['cat', 'momdad', 'looking', 'fellow', 'animal', 'lover']","['cat', 'look', 'fellow', 'animal', 'lover']",🚩Red Flag,"look, lover"
"Gym enthusiast, sometimes moody.",Female,45,Chicago,Female,Hinge,"['gym', 'enthusiast', 'sometimes', 'moody']","['gym', 'enthusiast', 'sometimes', 'moody']",🌿Green Flag,"enthusiast, sometimes"
sleepy queen,Male,26,LA,Male,Bumble,"['sleepy', 'queen']","['sleepy', 'queen']",🤷‍♂️No Clear Signal,
pizza & naps forever,Non-binary,23,Las Vegas,Non-binary,Hinge,"['pizza', 'naps', 'forever']","['pizza', 'nap', 'forever']",🌿Green Flag,"pizza, pizza, nap"
Professional napper,Non-binary,36,Dallas,Non-binary,Hinge,"['professional', 'napper']","['professional', 'napper']",🌿Green Flag,professional
Flirting level: dangerously charming,Female,19,Houston,Female,OkCupid,"['flirting', 'level', 'dangerously', 'charming']","['flirt', 'level', 'dangerously', 'charm']",🚩Red Flag,"flirt, flirt"
"Loves spicy food, hates blandness.",Female,22,Dallas,Female,Bumble,"['loves', 'spicy', 'food', 'hates', 'blandness']","['love', 'spicy', 'food', 'hate', 'blandness']",🚩Red Flag,"hate, love"
"I tease, I cuddle, I judge. 😈🤗",Non-binary,28,Dallas,Non-binary,OkCupid,"['tease', 'cuddle', 'judge']","['tease', 'cuddle', 'judge']",🤷‍♂️No Clear Signal,
i snack a lot,Female,32,San Fransisco,Female,OkCupid,"['snack', 'lot']","['snack', 'lot']",🤷‍♂️No Clear Signal,
I overthink and nap simultaneously,Female,40,Philadelphia,Female,OkCupid,"['overthink', 'nap', 'simultaneously']","['overthink', 'nap', 'simultaneously']",🚩Red Flag,"overthink, overthink, nap, overthink"
"i like check-ins, good kisses, and mutual respect",Male,22,LA,Male,Hinge,"['like', 'checkins', 'good', 'kisses', 'mutual', 'respect']","['like', 'good', 'kiss', 'mutual', 'respect']",🌿Green Flag,"respect, like"
i ghost sometimes lol,Male,29,Chicago,Male,OkCupid,"['ghost', 'sometimes', 'lol']","['ghost', 'sometimes', 'lol']",🚩Red Flag,"ghost, ghost, sometimes"
"Obsessed with sunsets, dogs, and good vibes.",Non-binary,23,Houston,Non-binary,Hinge,"['obsessed', 'sunsets', 'dogs', 'good', 'vibes']","['obsess', 'sunset', 'dog', 'good', 'vibe']",🚩Red Flag,"obsess, dog, dog"
"I roast, then apologize immediately.",Male,19,Las Vegas,Male,Bumble,"['roast', 'apologize', 'immediately']","['roast', 'apologize', 'immediately']",🌿Green Flag,apologize
"Obsessed with stars, memes, and pizza. ✨😂🍕",Male,26,San Fransisco,Male,Hinge,"['obsessed', 'stars', 'memes', 'pizza']","['obsessed', 'star', 'meme', 'pizza']",🚩Red Flag,"obsessed, pizza, pizza, meme"
just another human,Female,29,Philadelphia,Female,Hinge,"['another', 'human']","['another', 'human']",🌿Green Flag,"human, human"
obsessed w coffee,Male,31,Houston,Male,Tinder,"['obsessed', 'w', 'coffee']","['obsess', 'coffee']",🚩Red Flag,"obsess, coffee, coffee"
"I roast, then make cookies.",Male,38,New York,Male,Tinder,"['roast', 'make', 'cookies']","['roast', 'make', 'cooky']",🤷‍♂️No Clear Signal,
"coffee first, then world",Non-binary,29,Las Vegas,Non-binary,Bumble,"['coffee', 'first', 'world']","['coffee', 'first', 'world']",🌿Green Flag,"coffee, coffee"
pizza is bae,Male,19,San Fransisco,Male,Tinder,"['pizza', 'bae']","['pizza', 'bae']",🌿Green Flag,"pizza, pizza"
Flirt level: expert,Non-binary,27,Chicago,Non-binary,CMB,"['flirt', 'level', 'expert']","['flirt', 'level', 'expert']",🚩Red Flag,"flirt, flirt"
"Music is life, but I talk too much. 🎶💬",Male,27,LA,Male,Bumble,"['music', 'life', 'talk', 'much']","['music', 'life', 'talk', 'much']",🌿Green Flag,"life, much"
Obsessed with spontaneous trips.,Female,34,Chicago,Female,OkCupid,"['obsessed', 'spontaneous', 'trips']","['obsess', 'spontaneous', 'trip']",🚩Red Flag,obsess
idc about your gym gains if ur brain is small,Male,38,Houston,Male,Hinge,"['idc', 'gym', 'gains', 'ur', 'brain', 'small']","['idc', 'gym', 'gain', 'ur', 'brain', 'small']",🌿Green Flag,"small, brain"
I’ll steal your fries and your heart.,Female,20,San Fransisco,Female,OkCupid,"['ill', 'steal', 'fries', 'heart']","['steal', 'fry', 'heart']",🚩Red Flag,steal
loves chaos,Female,34,Las Vegas,Female,Bumble,"['loves', 'chaos']","['love', 'chaos']",🚩Red Flag,"chaos, love, chaos"
"Amateur painter, full-time daydreamer, chaos seeker.",Non-binary,24,New York,Non-binary,Hinge,"['amateur', 'painter', 'fulltime', 'daydreamer', 'chaos', 'seeker']","['amateur', 'painter', 'daydreamer', 'chaos', 'seeker']",🚩Red Flag,"chaos, chaos, amateur"
"Coffee addict, bookworm, chaos seeker.",Female,42,Chicago,Female,OkCupid,"['coffee', 'addict', 'bookworm', 'chaos', 'seeker']","['coffee', 'addict', 'bookworm', 'chaos', 'seeker']",🚩Red Flag,"chaos, bookworm, coffee, coffee, chaos"
i talk too much omg,Non-binary,38,LA,Non-binary,OkCupid,"['talk', 'much', 'omg']","['talk', 'much', 'omg']",🙂Mixed Flag,much
Dog lover and meme curator 🐶😂,Female,23,Dallas,Female,Tinder,"['dog', 'lover', 'meme', 'curator']","['dog', 'lover', 'meme', 'curator']",🌿Green Flag,"dog, dog, lover, meme"
I’m here to build something — not just pass time,Female,42,Philadelphia,Female,CMB,"['im', 'build', 'something', 'pass', 'time']","['build', 'something', 'pas', 'time']",🌿Green Flag,something
overthinker forever,Male,21,LA,Male,Tinder,"['overthinker', 'forever']","['overthinker', 'forever']",🤷‍♂️No Clear Signal,
"sometimes petty, always honest",Non-binary,37,Houston,Non-binary,OkCupid,"['sometimes', 'petty', 'always', 'honest']","['sometimes', 'petty', 'always', 'honest']",🌿Green Flag,"always, honest, sometimes"
might cry over movie,Female,42,San Fransisco,Female,CMB,"['might', 'cry', 'movie']","['might', 'cry', 'movie']",🤷‍♂️No Clear Signal,
"Loves beach trips, forgetful.",Female,23,Dallas,Female,Hinge,"['loves', 'beach', 'trips', 'forgetful']","['love', 'beach', 'trip', 'forgetful']",🌿Green Flag,love
emo queen,Non-binary,35,San Fransisco,Non-binary,Hinge,"['emo', 'queen']","['emo', 'queen']",🤷‍♂️No Clear Signal,
Obsessed with astrology… and controlling schedules. ♈,Non-binary,28,LA,Non-binary,CMB,"['obsessed', 'astrology', 'controlling', 'schedules']","['obsess', 'control', 'schedule']",🚩Red Flag,obsess
probably late to everything,Non-binary,45,San Fransisco,Non-binary,Bumble,"['probably', 'late', 'everything']","['probably', 'late', 'everything']",🤷‍♂️No Clear Signal,
sunday morning > saturday night,Female,28,Houston,Female,Tinder,"['sunday', 'morning', 'saturday', 'night']","['sunday', 'morning', 'saturday', 'night']",🌿Green Flag,"morning, saturday"
"Coffee lover, flaky.",Female,44,Houston,Female,Tinder,"['coffee', 'lover', 'flaky']","['coffee', 'lover', 'flaky']",🚩Red Flag,"flaky, coffee, lover, coffee"
"Loves games, ghosted friends.",Male,45,Houston,Male,Hinge,"['loves', 'games', 'ghosted', 'friends']","['love', 'game', 'ghost', 'friend']",🚩Red Flag,"ghost, ghost, love, friend"
I like long walks… to the fridge,Female,39,LA,Female,Bumble,"['like', 'long', 'walks', 'fridge']","['like', 'long', 'fridge']",🙂Mixed Flag,like
single and spicy,Non-binary,43,Philadelphia,Non-binary,CMB,"['single', 'spicy']","['single', 'spicy']",🤷‍♂️No Clear Signal,
not the best at flirting but I’m great at showing up,Non-binary,27,Chicago,Non-binary,Bumble,"['best', 'flirting', 'im', 'great', 'showing']","['best', 'flirt', 'great', 'showing']",🚩Red Flag,"flirt, flirt"
lazy but spicy,Female,26,New York,Female,Bumble,"['lazy', 'spicy']","['lazy', 'spicy']",🤷‍♂️No Clear Signal,
"Adventure seeker, flakes mid-week.",Male,39,Philadelphia,Male,CMB,"['adventure', 'seeker', 'flakes', 'midweek']","['adventure', 'seeker', 'flake']",🚩Red Flag,flake
coffee addict forever,Male,40,San Fransisco,Male,CMB,"['coffee', 'addict', 'forever']","['coffee', 'addict', 'forever']",🌿Green Flag,"coffee, coffee"
messy but cute,Male,40,LA,Male,OkCupid,"['messy', 'cute']","['messy', 'cute']",🚩Red Flag,"messy, messy, messy"
i overthink,Male,29,Houston,Male,Bumble,['overthink'],['overthink'],🚩Red Flag,"overthink, overthink, overthink"
Hiker seeking mountain partner.,Female,21,New York,Female,Bumble,"['hiker', 'seeking', 'mountain', 'partner']","['hiker', 'seek', 'mountain', 'partner']",🤷‍♂️No Clear Signal,
pizza rolls over sushi,Female,35,San Fransisco,Female,Bumble,"['pizza', 'rolls', 'sushi']","['pizza', 'roll', 'sushi']",🌿Green Flag,"pizza, pizza"
sushi > pizza fight me,Non-binary,36,Philadelphia,Non-binary,Hinge,"['sushi', 'pizza', 'fight']","['sushi', 'pizza', 'fight']",🚩Red Flag,"fight, fight, pizza, pizza"
"Obsessed with hiking, photography, and laughter.",Non-binary,29,LA,Non-binary,CMB,"['obsessed', 'hiking', 'photography', 'laughter']","['obsess', 'hike', 'photography', 'laughter']",🚩Red Flag,obsess
"sometimes dramatic, always honest",Male,44,Las Vegas,Male,OkCupid,"['sometimes', 'dramatic', 'always', 'honest']","['sometimes', 'dramatic', 'always', 'honest']",🚩Red Flag,"dramatic, always, honest, sometimes"
